web-scraper-order,web-scraper-start-url,details,phone_condition,brand,address,price
"1732655304-1275","https://www.expat-dakar.com/telephones?page=92","iPhone 14pro 128giga SIM","Venant","iPhone","Castor,
                                                                                Dakar","430 000 F Cfa"
"1732655304-1276","https://www.expat-dakar.com/telephones?page=92","Iphone 14pro 256 sim","Venant","iPhone","Castor,
                                                                                Dakar","460 000 F Cfa"
"1732655304-1277","https://www.expat-dakar.com/telephones?page=92","Samsung Fold 5 512Go dual sim","Neuf","Samsung","Médina,
                                                                                Dakar","550 000 F Cfa"
"1732655304-1278","https://www.expat-dakar.com/telephones?page=92","IPhone 13 pro 128G","Venant","iPhone","Médina,
                                                                                Dakar","325 000 F Cfa"
"1732655304-1279","https://www.expat-dakar.com/telephones?page=92","Samsung Fold 3 256G","Venant","Samsung","Médina,
                                                                                Dakar","285 000 F Cfa"
"1732655304-1280","https://www.expat-dakar.com/telephones?page=92","13 simple 128G","Venant","iPhone","Médina,
                                                                                Dakar","270 000 F Cfa"
"1732655304-1281","https://www.expat-dakar.com/telephones?page=92","14pro max 128G","Venant","iPhone","Médina,
                                                                                Dakar","510 000 F Cfa"
"1732655304-1282","https://www.expat-dakar.com/telephones?page=92","S21 plus 5G 128G scellé","Neuf","Samsung","Médina,
                                                                                Dakar","250 000 F Cfa"
"1732655304-1283","https://www.expat-dakar.com/telephones?page=92","11 pro 64G","Venant","iPhone","Médina,
                                                                                Dakar","175 000 F Cfa"
"1732655304-1284","https://www.expat-dakar.com/telephones?page=92","Samsung s22 plus 256 Go 2 SIM","Venant","Samsung","Médina,
                                                                                Dakar","225 000 F Cfa"
"1732655306-1285","https://www.expat-dakar.com/telephones?page=91","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655306-1286","https://www.expat-dakar.com/telephones?page=91","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655306-1287","https://www.expat-dakar.com/telephones?page=91","Vente Samsung Galaxy A55 5G","Neuf","Samsung","Plateau,
                                                                                Dakar","240 000 F Cfa"
"1732655306-1288","https://www.expat-dakar.com/telephones?page=91","14 simple 128go","Neuf","iPhone","Point-e,
                                                                                Dakar","370 000 F Cfa"
"1732655306-1289","https://www.expat-dakar.com/telephones?page=91","iPhone 16 plus 128go","Neuf","iPhone","Point-e,
                                                                                Dakar","750 000 F Cfa"
"1732655306-1290","https://www.expat-dakar.com/telephones?page=91","iPhone 16 pro Max 256go","Neuf","iPhone","Point-e,
                                                                                Dakar","930 000 F Cfa"
"1732655306-1291","https://www.expat-dakar.com/telephones?page=91","Google pixel 7pro 128go","Venant","Google","Médina,
                                                                                Dakar","270 000 F Cfa"
"1732655306-1292","https://www.expat-dakar.com/telephones?page=91","Google pixel 7 128go","Venant","Google","Médina,
                                                                                Dakar","175 000 F Cfa"
"1732655306-1293","https://www.expat-dakar.com/telephones?page=91","Google pixel 8 128go","Venant","Google","Médina,
                                                                                Dakar","235 000 F Cfa"
"1732655306-1294","https://www.expat-dakar.com/telephones?page=91","Google pixel 8pro 128go","Venant","Google","Médina,
                                                                                Dakar","370 000 F Cfa"
"1732655306-1295","https://www.expat-dakar.com/telephones?page=91","16 pro 128go eSIM","Neuf","iPhone","Point-e,
                                                                                Dakar","720 000 F Cfa"
"1732655306-1296","https://www.expat-dakar.com/telephones?page=91","Huawei Mate XS2 512giga Ram16","Venant","Huawei","Médina,
                                                                                Dakar","530 000 F Cfa"
"1732655309-1297","https://www.expat-dakar.com/telephones?page=90","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655309-1298","https://www.expat-dakar.com/telephones?page=90","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655309-1299","https://www.expat-dakar.com/telephones?page=90","Huawei P50 Pocket 256GB 8GB 2sim","Venant","Huawei","Pikine,
                                                                                Dakar","320 000 F Cfa"
"1732655309-1300","https://www.expat-dakar.com/telephones?page=90","Samsung Galaxy z flip 3 128Go","Venant","Samsung","Fass,
                                                                                Dakar","174 900 F Cfa"
"1732655309-1301","https://www.expat-dakar.com/telephones?page=90","Téléphone Sharp r6 128Go","Venant","Sharp","Fass,
                                                                                Dakar","99 900 F Cfa"
"1732655309-1302","https://www.expat-dakar.com/telephones?page=90","iPad 5eme génération","Venant","iPad","Médina,
                                                                                Dakar","90 000 F Cfa"
"1732655309-1303","https://www.expat-dakar.com/telephones?page=90","Samsung Fold 4","Venant","Samsung","Médina,
                                                                                Dakar","360 000 F Cfa"
"1732655309-1304","https://www.expat-dakar.com/telephones?page=90","IPhone Xr 64","Venant","iPhone","Médina,
                                                                                Dakar","110 000 F Cfa"
"1732655309-1305","https://www.expat-dakar.com/telephones?page=90","Fold 3 256g","Venant","Samsung","Médina,
                                                                                Dakar","290 000 F Cfa"
"1732655309-1306","https://www.expat-dakar.com/telephones?page=90","Iphone 16pro Max 256giga sim physique","Neuf","iPhone","Plateau,
                                                                                Dakar","1 000 000 F Cfa"
"1732655309-1307","https://www.expat-dakar.com/telephones?page=90","Samsung z fold 6","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","730 000 F Cfa"
"1732655309-1308","https://www.expat-dakar.com/telephones?page=90","Fold 4-256GB","Neuf","Samsung","Médina,
                                                                                Dakar","430 000 F Cfa"
"1732655311-1309","https://www.expat-dakar.com/telephones?page=89","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655311-1310","https://www.expat-dakar.com/telephones?page=89","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655311-1311","https://www.expat-dakar.com/telephones?page=89","Calus p40 32g ram 3","Neuf","Autres","Colobane,
                                                                                Dakar","25 000 F Cfa"
"1732655311-1312","https://www.expat-dakar.com/telephones?page=89","Calus spark 20 32g ram 2","Neuf","Autres","Colobane,
                                                                                Dakar","25 000 F Cfa"
"1732655311-1313","https://www.expat-dakar.com/telephones?page=89","calus Note 15 32g ram 2","Neuf","Autres","Colobane,
                                                                                Dakar","35 000 F Cfa"
"1732655311-1314","https://www.expat-dakar.com/telephones?page=89","iPhone 12 scellé","Neuf","iPhone","Sicap Liberté,
                                                                                Dakar","260 000 F Cfa"
"1732655311-1315","https://www.expat-dakar.com/telephones?page=89","Galaxy fold 6 neuf scellé authentique","Neuf","Samsung","Point-e,
                                                                                Dakar","910 000 F Cfa"
"1732655311-1316","https://www.expat-dakar.com/telephones?page=89","INFINIX HOT 40I  256 GO","Neuf","Infinix","Médina,
                                                                                Dakar","90 000 F Cfa"
"1732655311-1317","https://www.expat-dakar.com/telephones?page=89","Samsung Galaxy s10 plus venant 256go ram 8go 5g","Venant","Samsung","Colobane,
                                                                                Dakar","150 000 F Cfa"
"1732655311-1318","https://www.expat-dakar.com/telephones?page=89","IPhone 15 pro max","Venant","iPhone","Hann maristes,
                                                                                Dakar","610 000 F Cfa"
"1732655311-1319","https://www.expat-dakar.com/telephones?page=89","15pro 128G","Venant","iPhone","Médina,
                                                                                Dakar","580 000 F Cfa"
"1732655311-1320","https://www.expat-dakar.com/telephones?page=89","Oneplus 12 256GB 12GB ram 2sim 5G","Neuf","OnePlus","Pikine,
                                                                                Dakar","450 000 F Cfa"
"1732655314-1321","https://www.expat-dakar.com/telephones?page=88","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655314-1322","https://www.expat-dakar.com/telephones?page=88","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655314-1323","https://www.expat-dakar.com/telephones?page=88","iPhone XR","Neuf","iPhone","Sacré-cœur,
                                                                                Dakar","135 000 F Cfa"
"1732655314-1324","https://www.expat-dakar.com/telephones?page=88","SAMSUNG NOTE 20 ULTRA","Venant","Samsung","Guediawaye,
                                                                                Dakar","220 000 F Cfa"
"1732655314-1325","https://www.expat-dakar.com/telephones?page=88","Samsung s9 simple 64go ram 4","Neuf","Samsung","Colobane,
                                                                                Dakar","69 900 F Cfa"
"1732655314-1326","https://www.expat-dakar.com/telephones?page=88","SAMSUNG S20PLUS","Venant","Samsung","Guediawaye,
                                                                                Dakar","145 000 F Cfa"
"1732655314-1327","https://www.expat-dakar.com/telephones?page=88","AIRPODS 3","Neuf","iPhone","Guediawaye,
                                                                                Dakar","100 000 F Cfa"
"1732655314-1328","https://www.expat-dakar.com/telephones?page=88","SAMSUNG S22 ULTRA","Venant","Samsung","Guediawaye,
                                                                                Dakar","285 000 F Cfa"
"1732655314-1329","https://www.expat-dakar.com/telephones?page=88","IPHONE 13PRO MAX 1TERA 1000GO","Venant","iPhone","Guediawaye,
                                                                                Dakar","440 000 F Cfa"
"1732655314-1330","https://www.expat-dakar.com/telephones?page=88","IPHONE 14PRO MAX 128GO","Venant","iPhone","Guediawaye,
                                                                                Dakar","400 000 F Cfa"
"1732655314-1331","https://www.expat-dakar.com/telephones?page=88","IPHONE 13PRO MAX 128GO","Venant","iPhone","Guediawaye,
                                                                                Dakar","370 000 F Cfa"
"1732655314-1332","https://www.expat-dakar.com/telephones?page=88","Calus A60 32g ram 3","Neuf","Autres","Colobane,
                                                                                Dakar","25 000 F Cfa"
"1732655316-1333","https://www.expat-dakar.com/telephones?page=87","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655316-1334","https://www.expat-dakar.com/telephones?page=87","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655316-1335","https://www.expat-dakar.com/telephones?page=87","SAMSUNG S22PLUS 256GO","Venant","Samsung","Guediawaye,
                                                                                Dakar","230 000 F Cfa"
"1732655316-1336","https://www.expat-dakar.com/telephones?page=87","IPhone  16 por max 256gb","Neuf","iPhone","Sicap Liberté,
                                                                                Dakar","980 000 F Cfa"
"1732655316-1337","https://www.expat-dakar.com/telephones?page=87","Z flip 3 128G","Venant","Samsung","Médina,
                                                                                Dakar","170 000 F Cfa"
"1732655316-1338","https://www.expat-dakar.com/telephones?page=87","iPhone 11 Pro Max","Venant","iPhone","Médina,
                                                                                Dakar","250 000 F Cfa"
"1732655316-1339","https://www.expat-dakar.com/telephones?page=87","IPhone 16 simple","Neuf","iPhone","Médina,
                                                                                Dakar","640 000 F Cfa"
"1732655316-1340","https://www.expat-dakar.com/telephones?page=87","iPhone 13 Pro 128GB","Neuf","iPhone","Plateau,
                                                                                Dakar","370 000 F Cfa"
"1732655316-1341","https://www.expat-dakar.com/telephones?page=87","iPhone 12 Pro 128GB","Venant","iPhone","Plateau,
                                                                                Dakar","285 000 F Cfa"
"1732655316-1342","https://www.expat-dakar.com/telephones?page=87","iPhone XR 128GB scellé","Neuf","iPhone","Plateau,
                                                                                Dakar","135 000 F Cfa"
"1732655316-1343","https://www.expat-dakar.com/telephones?page=87","IPHONE XR 128G","Venant","iPhone","Médina,
                                                                                Dakar","133 000 F Cfa"
"1732655316-1344","https://www.expat-dakar.com/telephones?page=87","Ecran DELL 22 pouces","Venant","Autres","Médina,
                                                                                Dakar","25 000 F Cfa"
"1732655319-1345","https://www.expat-dakar.com/telephones?page=86","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655319-1346","https://www.expat-dakar.com/telephones?page=86","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655319-1347","https://www.expat-dakar.com/telephones?page=86","IPHONE 15 PRO MAX 256GO BETA 100%","Venant","iPhone","Plateau,
                                                                                Dakar","600 000 F Cfa"
"1732655319-1348","https://www.expat-dakar.com/telephones?page=86","iPhone 15 simple en 2 tranches","Neuf","iPhone","Ouest foire,
                                                                                Dakar","600 000 F Cfa"
"1732655319-1349","https://www.expat-dakar.com/telephones?page=86","IPHONE XR  possibilité paiement deux tranches","Venant","iPhone","Ouest foire,
                                                                                Dakar","135 000 F Cfa"
"1732655319-1350","https://www.expat-dakar.com/telephones?page=86","iPhone 13 Pro Max possibilité paiement deux tranches","Venant","iPhone","Ouest foire,
                                                                                Dakar","425 000 F Cfa"
"1732655319-1351","https://www.expat-dakar.com/telephones?page=86","iPhone 16 simple128 Giga Scellé neuf","Neuf","iPhone","Médina,
                                                                                Dakar","631 000 F Cfa"
"1732655319-1352","https://www.expat-dakar.com/telephones?page=86","Airpods 3 authentique","Neuf","iPhone","Médina,
                                                                                Dakar","90 000 F Cfa"
"1732655319-1353","https://www.expat-dakar.com/telephones?page=86","SAMSUNG S23 ULTRA 512GO","Venant","Samsung","Guediawaye,
                                                                                Dakar","400 000 F Cfa"
"1732655319-1354","https://www.expat-dakar.com/telephones?page=86","XIAOMI 13T PRO","Neuf","Xiaomi","Guediawaye,
                                                                                Dakar","290 000 F Cfa"
"1732655319-1355","https://www.expat-dakar.com/telephones?page=86","Google pixel 8 128GB 8GB ram sim esim","Venant","Google","Pikine,
                                                                                Dakar","285 000 F Cfa"
"1732655319-1356","https://www.expat-dakar.com/telephones?page=86","GOOGLE PIXEL 7PRO","Venant","Google","Guediawaye,
                                                                                Dakar","240 000 F Cfa"
"1732655321-1357","https://www.expat-dakar.com/telephones?page=85","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655321-1358","https://www.expat-dakar.com/telephones?page=85","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655321-1359","https://www.expat-dakar.com/telephones?page=85","Iphone XR 64 GB","Neuf","iPhone","Pikine,
                                                                                Dakar","112 000 F Cfa"
"1732655321-1360","https://www.expat-dakar.com/telephones?page=85","Samsung galasy A54 256gb","Venant","Samsung","Liberte 6 extension,
                                                                                Dakar","160 000 F Cfa"
"1732655321-1361","https://www.expat-dakar.com/telephones?page=85","Samsung galaxy Z fold 4 256GB 12GB ram 2sim","Venant","Samsung","Pikine,
                                                                                Dakar","395 000 F Cfa"
"1732655321-1362","https://www.expat-dakar.com/telephones?page=85","Samsung note20 ultra 5G","Venant","Samsung","Plateau,
                                                                                Dakar","220 000 F Cfa"
"1732655321-1363","https://www.expat-dakar.com/telephones?page=85","15 simple 128GB","Neuf","iPhone","Médina,
                                                                                Dakar","479 000 F Cfa"
"1732655321-1364","https://www.expat-dakar.com/telephones?page=85","12 PRO 256GB","D'occasion","iPhone","Médina,
                                                                                Dakar","250 000 F Cfa"
"1732655321-1365","https://www.expat-dakar.com/telephones?page=85","Google pixelle 4a 128go go","Venant","Google","Colobane,
                                                                                Dakar","110 000 F Cfa"
"1732655321-1366","https://www.expat-dakar.com/telephones?page=85","Google pixelle 6a 128go ram 6go","Venant","Google","Colobane,
                                                                                Dakar","150 000 F Cfa"
"1732655321-1367","https://www.expat-dakar.com/telephones?page=85","Xr 128go scellé","Neuf","iPhone","Plateau,
                                                                                Dakar","180 000 F Cfa"
"1732655321-1368","https://www.expat-dakar.com/telephones?page=85","Google pixels 6a 128go","Venant","Google","Colobane,
                                                                                Dakar","135 000 F Cfa"
"1732655324-1369","https://www.expat-dakar.com/telephones?page=84","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655324-1370","https://www.expat-dakar.com/telephones?page=84","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655324-1371","https://www.expat-dakar.com/telephones?page=84","iPhone 15 Pro Max","Venant","iPhone","Sacré-cœur,
                                                                                Dakar","620 000 F Cfa"
"1732655324-1372","https://www.expat-dakar.com/telephones?page=84","IPHONE 16 PRO & PROMAX (512go - 1Tera)","Neuf","iPhone","Plateau,
                                                                                Dakar",""
"1732655324-1373","https://www.expat-dakar.com/telephones?page=84","Iphone 11 simple 128go","Venant","iPhone","Médina,
                                                                                Dakar","160 000 F Cfa"
"1732655324-1374","https://www.expat-dakar.com/telephones?page=84","15 Pro Max 1Téra (1000gb)","Venant","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655324-1375","https://www.expat-dakar.com/telephones?page=84","15 Plus 128gb","Neuf","iPhone","Plateau,
                                                                                Dakar","430 000 F Cfa"
"1732655324-1376","https://www.expat-dakar.com/telephones?page=84","Google pixel9 proXL 128giga Ram16 scellé neuf","Neuf","Google","Médina,
                                                                                Dakar","715 000 F Cfa"
"1732655324-1377","https://www.expat-dakar.com/telephones?page=84","iPhone 7 plus venant 128go","Venant","iPhone","Colobane,
                                                                                Dakar","75 000 F Cfa"
"1732655324-1378","https://www.expat-dakar.com/telephones?page=84","iPhone 11simple 128go","Venant","iPhone","Nord foire,
                                                                                Dakar","162 500 F Cfa"
"1732655324-1379","https://www.expat-dakar.com/telephones?page=84","Oneplus nord 3 5G 256GB 16GB 2sim","Venant","OnePlus","Pikine,
                                                                                Dakar","230 000 F Cfa"
"1732655324-1380","https://www.expat-dakar.com/telephones?page=84","Motorola edge 40 256GB 8GB ram sim esim","Venant","Motorola","Pikine,
                                                                                Dakar","225 000 F Cfa"
"1732655326-1381","https://www.expat-dakar.com/telephones?page=83","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655326-1382","https://www.expat-dakar.com/telephones?page=83","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655326-1383","https://www.expat-dakar.com/telephones?page=83","SAMSUNG ZFLIP 4 256GO","Venant","Samsung","Guediawaye,
                                                                                Dakar","220 000 F Cfa"
"1732655326-1384","https://www.expat-dakar.com/telephones?page=83","Samsung Fold 4 12GB/512GB scellé","Neuf","Samsung","Guediawaye,
                                                                                Dakar","450 000 F Cfa"
"1732655326-1385","https://www.expat-dakar.com/telephones?page=83","14 pro max","Venant","iPhone","Mermoz,
                                                                                Dakar","470 000 F Cfa"
"1732655326-1386","https://www.expat-dakar.com/telephones?page=83","14 pro","Venant","iPhone","Mermoz,
                                                                                Dakar","430 000 F Cfa"
"1732655326-1387","https://www.expat-dakar.com/telephones?page=83","13 pro max","Venant","iPhone","Mermoz,
                                                                                Dakar","390 000 F Cfa"
"1732655326-1388","https://www.expat-dakar.com/telephones?page=83","Galaxy Z Flip 6","Neuf","Samsung","Médina,
                                                                                Dakar","550 000 F Cfa"
"1732655326-1389","https://www.expat-dakar.com/telephones?page=83","iPhone 16 - 128giga","Neuf","iPhone","Plateau,
                                                                                Dakar","670 000 F Cfa"
"1732655326-1390","https://www.expat-dakar.com/telephones?page=83","Iphone 11 pro","Venant","iPhone","Médina,
                                                                                Dakar","170 000 F Cfa"
"1732655326-1391","https://www.expat-dakar.com/telephones?page=83","IPhone 13 pro","Venant","iPhone","Médina,
                                                                                Dakar","330 000 F Cfa"
"1732655326-1392","https://www.expat-dakar.com/telephones?page=83","12 promax 128go","Venant","iPhone","Médina,
                                                                                Dakar","290 000 F Cfa"
"1732655329-1393","https://www.expat-dakar.com/telephones?page=82","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655329-1394","https://www.expat-dakar.com/telephones?page=82","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655329-1395","https://www.expat-dakar.com/telephones?page=82","Google pixel9 pro fold 256giga Ram16 Scellè","Neuf","Google","Médina,
                                                                                Dakar","1 065 000 F Cfa"
"1732655329-1396","https://www.expat-dakar.com/telephones?page=82","Huawei p30 lite 128go ram 6go","Venant","Huawei","Colobane,
                                                                                Dakar","54 900 F Cfa"
"1732655329-1397","https://www.expat-dakar.com/telephones?page=82","14 pro max 256 go","Neuf","iPhone","Ouakam,
                                                                                Dakar","430 000 F Cfa"
"1732655329-1398","https://www.expat-dakar.com/telephones?page=82","S23 plus 512","Neuf","Samsung","Yoff,
                                                                                Dakar","350 000 F Cfa"
"1732655329-1399","https://www.expat-dakar.com/telephones?page=82","Google pixel 9pro Fold","Neuf","Google","Plateau,
                                                                                Dakar","1 100 000 F Cfa"
"1732655329-1400","https://www.expat-dakar.com/telephones?page=82","iPhone 14 Pro 256 giga","Neuf","iPhone","Yoff,
                                                                                Dakar","420 000 F Cfa"
"1732655329-1401","https://www.expat-dakar.com/telephones?page=82","S24 ultra","Venant","Samsung","Yoff,
                                                                                Dakar","550 000 F Cfa"
"1732655329-1402","https://www.expat-dakar.com/telephones?page=82","IPHONE 15","Venant","iPhone","Guediawaye,
                                                                                Dakar","410 000 F Cfa"
"1732655329-1403","https://www.expat-dakar.com/telephones?page=82","IPHONE 15","Venant","iPhone","Guediawaye,
                                                                                Dakar","365 000 F Cfa"
"1732655329-1404","https://www.expat-dakar.com/telephones?page=82","SAMSUNG ZFLIP 5 512GO","Venant","Samsung","Guediawaye,
                                                                                Dakar","280 000 F Cfa"
"1732655331-1405","https://www.expat-dakar.com/telephones?page=81","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655331-1406","https://www.expat-dakar.com/telephones?page=81","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655331-1407","https://www.expat-dakar.com/telephones?page=81","Iphone 11 simple 256go go","Venant","iPhone","Colobane,
                                                                                Dakar","175 000 F Cfa"
"1732655331-1408","https://www.expat-dakar.com/telephones?page=81","Iphone xr 256go","Venant","iPhone","Colobane,
                                                                                Dakar","145 000 F Cfa"
"1732655331-1409","https://www.expat-dakar.com/telephones?page=81","iPhone 11 simple 128giga","Venant","iPhone","Médina,
                                                                                Dakar","155 000 F Cfa"
"1732655331-1410","https://www.expat-dakar.com/telephones?page=81","Samsung note 10 simple 256go go","Venant","Samsung","Colobane,
                                                                                Dakar","139 900 F Cfa"
"1732655331-1411","https://www.expat-dakar.com/telephones?page=81","Samsung Galaxy Zflip6 512giga","Neuf","Samsung","Médina,
                                                                                Dakar","580 000 F Cfa"
"1732655331-1412","https://www.expat-dakar.com/telephones?page=81","Samsung Z fold 3 512GB","Venant","Samsung","Plateau,
                                                                                Dakar","320 000 F Cfa"
"1732655331-1413","https://www.expat-dakar.com/telephones?page=81","iPhone 11 Pro 64GB","Venant","iPhone","Plateau,
                                                                                Dakar","160 000 F Cfa"
"1732655331-1414","https://www.expat-dakar.com/telephones?page=81","Infinix Hot 50i - 128Go Ram 8(4+4)Go Écran 6,7 pouces","Neuf","Infinix","Castor,
                                                                                Dakar","67 500 F Cfa"
"1732655331-1415","https://www.expat-dakar.com/telephones?page=81","Google pixel 9 pro xl","Neuf","Google","Yoff,
                                                                                Dakar","700 000 F Cfa"
"1732655331-1416","https://www.expat-dakar.com/telephones?page=81","Google pixel 9","Neuf","Google","Yoff,
                                                                                Dakar","500 000 F Cfa"
"1732655334-1417","https://www.expat-dakar.com/telephones?page=80","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655334-1418","https://www.expat-dakar.com/telephones?page=80","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655334-1419","https://www.expat-dakar.com/telephones?page=80","Xiaomi POCO X6 pro 5","Venant","Xiaomi","Pikine,
                                                                                Dakar","175 000 F Cfa"
"1732655334-1420","https://www.expat-dakar.com/telephones?page=80","Samsung Galaxy S20 ultra 256Go","Venant","Samsung","Colobane,
                                                                                Dakar","170 000 F Cfa"
"1732655334-1421","https://www.expat-dakar.com/telephones?page=80","Huawei mate XS3 512 giga","Neuf","Huawei","Médina,
                                                                                Dakar","780 000 F Cfa"
"1732655334-1422","https://www.expat-dakar.com/telephones?page=80","Samsung galaxy Z fold 5 256GB 12GB ram 2sim","Venant","Samsung","Pikine,
                                                                                Dakar","560 000 F Cfa"
"1732655334-1423","https://www.expat-dakar.com/telephones?page=80","iPhone 12 Pro Max possibilité paiement deux tranches","Venant","iPhone","Ouest foire,
                                                                                Dakar","330 000 F Cfa"
"1732655334-1424","https://www.expat-dakar.com/telephones?page=80","iPhone avec paiement deux tranches","Venant","iPhone","Ouest foire,
                                                                                Dakar","220 000 F Cfa"
"1732655334-1425","https://www.expat-dakar.com/telephones?page=80","Samsung galaxy Z fold 5 256GB","Venant","Samsung","Pikine,
                                                                                Dakar","550 000 F Cfa"
"1732655334-1426","https://www.expat-dakar.com/telephones?page=80","iPhone 15 simple 128giga","Neuf","iPhone","Sacré-cœur,
                                                                                Dakar","450 000 F Cfa"
"1732655334-1427","https://www.expat-dakar.com/telephones?page=80","Samsung Galaxy S24 simple 256giga","Venant","Samsung","Médina,
                                                                                Dakar","375 000 F Cfa"
"1732655334-1428","https://www.expat-dakar.com/telephones?page=80","IPHONE 15PRO MAX 256GO","Venant","iPhone","Guediawaye,
                                                                                Dakar","650 000 F Cfa"
"1732655336-1429","https://www.expat-dakar.com/telephones?page=79","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655336-1430","https://www.expat-dakar.com/telephones?page=79","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655336-1431","https://www.expat-dakar.com/telephones?page=79","Fold 4 256GB","Venant","Samsung","Médina,
                                                                                Dakar","345 000 F Cfa"
"1732655336-1432","https://www.expat-dakar.com/telephones?page=79","Apple Watch série SE","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","110 000 F Cfa"
"1732655336-1433","https://www.expat-dakar.com/telephones?page=79","14pro 512G","Venant","iPhone","Médina,
                                                                                Dakar","490 000 F Cfa"
"1732655336-1434","https://www.expat-dakar.com/telephones?page=79","13 Simple 128/256","Venant","iPhone","Rufisque,
                                                                                Dakar","260 000 F Cfa"
"1732655336-1435","https://www.expat-dakar.com/telephones?page=79","IPhone 12 64/128Go","Venant","iPhone","Rufisque,
                                                                                Dakar","180 000 F Cfa"
"1732655336-1436","https://www.expat-dakar.com/telephones?page=79","12 promax 128/256","Venant","iPhone","Rufisque,
                                                                                Dakar","295 000 F Cfa"
"1732655336-1437","https://www.expat-dakar.com/telephones?page=79","IPhone Xr 64/128","Venant","iPhone","Rufisque,
                                                                                Dakar","115 000 F Cfa"
"1732655336-1438","https://www.expat-dakar.com/telephones?page=79","11 pro 64Go","Venant","iPhone","Rufisque,
                                                                                Dakar","175 000 F Cfa"
"1732655336-1439","https://www.expat-dakar.com/telephones?page=79","Huawei p40 lite 128go ram 6go","Venant","Huawei","Colobane,
                                                                                Dakar","85 000 F Cfa"
"1732655336-1440","https://www.expat-dakar.com/telephones?page=79","Samsung galaxy A15 neuf 128go","Neuf","Samsung","Parcelles Assainies,
                                                                                Dakar","85 000 F Cfa"
"1732655339-1441","https://www.expat-dakar.com/telephones?page=78","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655339-1442","https://www.expat-dakar.com/telephones?page=78","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655339-1443","https://www.expat-dakar.com/telephones?page=78","iPhone 8","Venant","iPhone","Keur Massar,
                                                                                Dakar","80 000 F Cfa"
"1732655339-1444","https://www.expat-dakar.com/telephones?page=78","iPhone 8 Plus","Venant","iPhone","Keur Massar,
                                                                                Dakar","90 000 F Cfa"
