web-scraper-order,web-scraper-start-url,condition_tv,brand,screen_dimension,price
"1732740881-858","https://www.expat-dakar.com/tv-home-cinema?page=78","Neuf","Autre","TÉLÉVISEUR ELACTRON 85POUCES SMART QLED ANDROID","850 000 F Cfa"
"1732740881-859","https://www.expat-dakar.com/tv-home-cinema?page=78","Neuf","Hisense","TÉLÉVISEUR HISENSE 100POUCES UHD 4K SMART","1 900 000 F Cfa"
"1732740881-860","https://www.expat-dakar.com/tv-home-cinema?page=78","Neuf","Hisense","TÉLÉVISEUR 86POUCES HISENSE SMART","2 200 000 F Cfa"
"1732740881-861","https://www.expat-dakar.com/tv-home-cinema?page=78","Neuf","Hisense","TÉLÉVISEUR HISENSE 43POUCES LED SMART TV","159 000 F Cfa"
"1732740881-862","https://www.expat-dakar.com/tv-home-cinema?page=78","Neuf","Hisense","TÉLÉVISEUR 32POUCES HISENSE LED SMART","98 000 F Cfa"
"1732740881-863","https://www.expat-dakar.com/tv-home-cinema?page=78","Neuf","Hisense","TÉLÉVISEUR 50POUCES HISENSE LED SMART","229 000 F Cfa"
"1732740881-864","https://www.expat-dakar.com/tv-home-cinema?page=78","Neuf","Hisense","TÉLÉVISEUR 55POUCES HISENSE SMART VIDAA UHD 4K","269 000 F Cfa"
"1732740884-865","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740884-866","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Autre","TÉLÉVISEUR 32POUCES WEST ANDROID SMART","73 000 F Cfa"
"1732740884-867","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Autre","TÉLÉVISEUR 50POUCES FOX SMART TV ANDROID UHD 4K","189 000 F Cfa"
"1732740884-868","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Astech","Smart TV Android 85"" ASTECH","955 000 F Cfa"
"1732740884-869","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Autre","NVIDIA SHIELD TV BOX","135 000 F Cfa"
"1732740884-870","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 43POUCES SMART ANDROID","139 000 F Cfa"
"1732740884-871","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Autre","PROMO TÉLÉVISEUR DESKA 32POUCES SMART","78 000 F Cfa"
"1732740884-872","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Autre","PROMO TÉLÉVISEUR 43POUCES DESKA SMART","124 000 F Cfa"
"1732740884-873","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Autre","TÉLÉVISEUR 55POUCES DESKA SMART ANTI-CASSE","244 000 F Cfa"
"1732740884-874","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Autre","TÉLÉVISEUR 43POUCES WEST ANDROID","109 000 F Cfa"
"1732740884-875","https://www.expat-dakar.com/tv-home-cinema?page=77","Neuf","Samsung","TÉLÉVISEUR 55POUCES SAMSUNG 4K UA","339 000 F Cfa"
"1732740889-876","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740889-877","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","PROMO TÉLÉVISEUR ATV 26POUCES LED","47 000 F Cfa"
"1732740889-878","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","PROMO TÉLÉVISEUR 43 POUCES SMART FOX ANDROID","119 000 F Cfa"
"1732740889-879","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","PROMO TÉLÉVISEUR EVERFINE 32POUCES LED TV","59 000 F Cfa"
"1732740889-880","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","Box Android 4K","25 000 F Cfa"
"1732740889-881","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","TÉLÉVISEUR FOX 50POUCES SMART TV ANDROID UND 4K","189 000 F Cfa"
"1732740889-882","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","Google TV Qled 55"" 4k Android","280 000 F Cfa"
"1732740889-883","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","LG","PROMO TÉLÉVISEUR 86POUCES LG","1 300 000 F Cfa"
"1732740889-884","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","Google TV 50"" Android","220 000 F Cfa"
"1732740889-885","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","TÉLÉVISEUR 32 POUCES WEST ANDROID SMART","78 000 F Cfa"
"1732740889-886","https://www.expat-dakar.com/tv-home-cinema?page=76","Neuf","Autre","TÉLÉVISEUR 32POUCES FOX SMART TV ANDROID","73 000 F Cfa"
"1732740891-887","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740891-888","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","TÉLÉVISEUR 32LED HISENSE","78 000 F Cfa"
"1732740891-889","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Hisense","BARRE DE SON HISENSE 120W","89 000 F Cfa"
"1732740891-890","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Samsung","Télécommande samsung smart tv original/act électrique","30 000 F Cfa"
"1732740891-891","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","TÉLÉVISEUR 32POUCES WIWLIL 32POUCES SMART","78 000 F Cfa"
"1732740891-892","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","PROMO TÉLÉVISEUR 32 POUCES TEKO SMART","78 000 F Cfa"
"1732740891-893","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","PROMO TÉLÉVISEUR 32POUCES DESKA SMART","74 000 F Cfa"
"1732740891-894","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","PROMO TÉLÉVISEUR 32 POUCES FOX SMART TV ANDROID","73 000 F Cfa"
"1732740891-895","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","PROMO TÉLÉVISEUR 32POUCES TORL LED TV","69 000 F Cfa"
"1732740891-896","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","PROMO TÉLÉVISEUR 32 POUCES WEST LED","62 000 F Cfa"
"1732740891-897","https://www.expat-dakar.com/tv-home-cinema?page=75","Neuf","Autre","PROMO TÉLÉVISEUR 32POUCES SYINIX LED","62 000 F Cfa"
"1732740894-898","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740894-899","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Autre","Support Tv","10 000 F Cfa"
"1732740894-900","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Autre","PROMO TÉLÉVISEUR FOX 43POUCES ANDROID 43UHD","119 000 F Cfa"
"1732740894-901","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Autre","SMART TV ANDROID DE ROSSO LED 4K 65″, HD","399 000 F Cfa"
"1732740894-902","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Autre","SMART TV ANDROID DE ROSSO LED 4K 55″, UHD, écran sans bords","299 000 F Cfa"
"1732740894-903","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Autre","SMART TV ANDROID DE ROSSO LED 2K 43″, UHD, écran sans bords","149 000 F Cfa"
"1732740894-904","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Autre","PROMO TÉLÉVISEUR 55 POUCES HISENSE SMART 4K","269 000 F Cfa"
"1732740894-905","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Hisense","TÉLÉVISEUR 43POUCES HISENSE LED SMART","159 000 F Cfa"
"1732740894-906","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Hisense","TÉLÉVISEUR 50POUCES HISENSE LED SMART","229 000 F Cfa"
"1732740894-907","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Autre","TÉLÉVISEUR 32POUCES HISENSE LED SMART","98 000 F Cfa"
"1732740894-908","https://www.expat-dakar.com/tv-home-cinema?page=74","Neuf","Hisense","BARRE DE SON HISENSE 200W","98 000 F Cfa"
"1732740899-909","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740899-910","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Autre","PROMO TÉLÉVISEUR 86POUCES SMART TECHNOLOGY UHD 4K ANDROID","875 000 F Cfa"
"1732740899-911","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Autre","TÉLÉVISEURS 50 POUCE ANDROÏDE SMART TV FOX","175 000 F Cfa"
"1732740899-912","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Autre","TÉLÉVISEURS 43 pouce ANDROÏDE SMART TV FOX","115 000 F Cfa"
"1732740899-913","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Autre","PROMO TÉLÉVISEUR DESKA 32 POUCES SMART","73 000 F Cfa"
"1732740899-914","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Sharp","Android TV SHARP 50"" 4K UHD","185 000 F Cfa"
"1732740899-915","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Autre","TÉLÉVISEUR 50POUCES FOX SMART TV ANDROID 4K","189 000 F Cfa"
"1732740899-916","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","LG","TÉLÉVISEUR 86POUCES LG SMART TV UHD 4K","1 200 000 F Cfa"
"1732740899-917","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","LG","TÉLÉVISEUR 86POUCES LG MODÈLE 2022 UHD 4K","1 200 000 F Cfa"
"1732740899-918","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Autre","TÉLÉVISEUR FOX 50POUCES SMART TV ANDROID UND 4K","189 000 F Cfa"
"1732740899-919","https://www.expat-dakar.com/tv-home-cinema?page=73","Neuf","Autre","TÉLÉVISEUR LG 86 POUCES 4K SMART TV","1 200 000 F Cfa"
"1732740904-920","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740904-921","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Autre","PROMO TÉLÉVISEUR SMART 55 POUCES SMART ANDROID","229 000 F Cfa"
"1732740904-922","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Sharp","Android TV 42"" SHARP","154 900 F Cfa"
"1732740904-923","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Autre","PROMO TÉLÉVISEUR 65POUCES SMART TECHNOLOGY SMART","279 000 F Cfa"
"1732740904-924","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Autre","Téléviseur Solstar 50 Pouces",""
"1732740904-925","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Sony","Téléviseur Sony BRAVIA 75 4K Ultra HD X8OK Dolby Vision","789 000 F Cfa"
"1732740904-926","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Autre","PROMO TÉLÉVISEUR 75POUCES SMART TECHNOLOGY SMART TV","439 000 F Cfa"
"1732740904-927","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","LG","Tv lg 86 pouce smart tv","1 175 000 F Cfa"
"1732740904-928","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Autre","PROMO TÉLÉVISEUR 75POUCES SMART TECHNOLOGY SMART ANDROID 4K","489 000 F Cfa"
"1732740904-929","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","Astech","Tv 85 pouce Astech smart tv","990 000 F Cfa"
"1732740904-930","https://www.expat-dakar.com/tv-home-cinema?page=72","Neuf","LG","SMART TV LG 75"" UHD 4K 2023","800 000 F Cfa"
"1732740907-931","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740907-932","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Autre","PROMO TÉLÉVISEUR TORL 32 ANDROID SMART TV","79 000 F Cfa"
"1732740907-933","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Astech","TV Astech 55 à Vendre","169 000 F Cfa"
"1732740907-934","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","LG","SMART TV LG 75"" UHD 4K (2024)","800 000 F Cfa"
"1732740907-935","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Astech","Téléviseur Astech 32 Pouces","85 000 F Cfa"
"1732740907-936","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Autre","Box TV 8GB | 128GB 12.1","35 000 F Cfa"
"1732740907-937","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Autre","Smart Tv deska 32 Pouces","75 000 F Cfa"
"1732740907-938","https://www.expat-dakar.com/tv-home-cinema?page=71","D'occasion","LG","Tv 32 pouces non smart à vendre","55 000 F Cfa"
"1732740907-939","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Astech","Television Astech 32 pouces smart android","90 000 F Cfa"
"1732740907-940","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","LG","Téléviseur Lg 43 Led","150 000 F Cfa"
"1732740907-941","https://www.expat-dakar.com/tv-home-cinema?page=71","Neuf","Hisense","TELEVISEUR 85 POUCE HISENSE","890 000 F Cfa"
"1732740909-942","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740909-943","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Autre","PROMO TÉLÉVISEUR TORL 43POUCES SMART TV","129 000 F Cfa"
"1732740909-944","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Autre","PROMO TÉLÉVISEUR TORL 50 POUCES ANDROID SMART TV 4K","189 000 F Cfa"
"1732740909-945","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Autre","PROMO TÉLÉVISEUR TORL 55 POUCES ANDROID SMART TV 4K","219 000 F Cfa"
"1732740909-946","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","LG","PROMO MINI CHAINE LG ON7","239 000 F Cfa"
"1732740909-947","https://www.expat-dakar.com/tv-home-cinema?page=70","D'occasion","Autre","Téléviseur LCD LISTO","30 000 F Cfa"
"1732740909-948","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","LG","PROMO MINI CHAÎNE LG ON7","239 000 F Cfa"
"1732740909-949","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Autre","PROMO TÉLÉVISEUR 55POUCES TORL ANDROID SMART TV 4K","219 000 F Cfa"
"1732740909-950","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Autre","PROMO TÉLÉVISEUR 50POUCES TORL ANDROID SMART TV 4K","189 000 F Cfa"
"1732740909-951","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Autre","PROMO TÉLÉVISEUR 43POUCES TORL ANDROID SMART TV","129 000 F Cfa"
"1732740909-952","https://www.expat-dakar.com/tv-home-cinema?page=70","Neuf","Autre","PROMO TÉLÉVISEUR 32POUCES TORL ANDROID SMART TV","79 000 F Cfa"
"1732740912-953","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740912-954","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","LG","Bar de son lG","115 000 F Cfa"
"1732740912-955","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Autre","Mini Projecteur Android TV","160 000 F Cfa"
"1732740912-956","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Autre","PROMO TÉLÉVISEUR SMART TECHNOLOGY 43POUCES SMART","129 000 F Cfa"
"1732740912-957","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Hisense","TELEVISEUR HISENSE 86 SMART","2 075 000 F Cfa"
"1732740912-958","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Autre","TOUR DE SON BLUETOOTH USB FM AUX 100 watts - BLUESKY","25 000 F Cfa"
"1732740912-959","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Samsung","TÉLÉVISEUR SAMSUNG SMART TV 85 POUCES ULTRA HD","1 250 000 F Cfa"
"1732740912-960","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Smart Technology","Smart Technology intelligent  65″ Smart TV UHD STT-6597K","319 000 F Cfa"
"1732740912-961","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","LG","TÉLÉVISEURS LG 86 POUCE SMART 4k","1 200 000 F Cfa"
"1732740912-962","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","LG, Samsung, Heseinse, Vizio, Onn, TCL, Philips etc.","Smart TV 50 ''  pouce","340 000 F Cfa"
"1732740912-963","https://www.expat-dakar.com/tv-home-cinema?page=69","Neuf","Autre","PROMO TÉLÉVISEUR TORL 32POUCES ANDROID SMART TV","79 000 F Cfa"
"1732740916-964","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740916-965","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Samsung","Téléviseur Samsung  75 Pouces 4k","729 000 F Cfa"
"1732740916-966","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","LG","Barre de son LG SJ3 Bluetooth Sans fil 300w","145 000 F Cfa"
"1732740916-967","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Samsung","Barre de son SAMSUNG 2.1, 200W Bluetooth HW-T450","140 000 F Cfa"
"1732740916-968","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Autre","Barre de son JBL Cinéma SB170","170 000 F Cfa"
"1732740916-969","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Samsung","TELEVISEUR SAMSUNG 55 QLED TV 55Q60","410 000 F Cfa"
"1732740916-970","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Samsung","Télévision LG 75 pouce smart tv","750 000 F Cfa"
"1732740916-971","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Samsung","Lg 86 pouce smart tv","1 200 000 F Cfa"
"1732740916-972","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","TCL","TÉLÉVISEURS TCL 85pouce  SMART ANDROÏDE 4K","900 000 F Cfa"
"1732740916-973","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Autre","Écran hp 22f neufs","125 000 F Cfa"
"1732740916-974","https://www.expat-dakar.com/tv-home-cinema?page=68","Neuf","Autre","Écran  hp 22 pouce  neufs","110 000 F Cfa"
"1732740922-975","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740922-976","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Autre","TABLE SUPPORT TÉLÉVISEUR 32-90POUCES","119 000 F Cfa"
"1732740922-977","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Autre","Smart TV smart technologies 43pouces","120 000 F Cfa"
"1732740922-978","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","LG","Téléviseur LG Smart Tv 43 pouces","200 000 F Cfa"
"1732740922-979","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Toshiba","Télévision Toshiba 65""",""
"1732740922-980","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Haier","tv smart haier 43"" android full options","160 000 F Cfa"
"1732740922-981","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Autre","PROMO MINI CHAÎNE SMART TECHNOLOGY","39 000 F Cfa"
"1732740922-982","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Autre","PROMO BARRE DE SON SMART TECHNOLOGY","49 000 F Cfa"
"1732740922-983","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Autre","PROMO BARRE DE SON SMART TECHNOLOGY","49 000 F Cfa"
"1732740922-984","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","LG, Samsung, Heseinse, Vizio, JVC, Philips etc.","Smart TV 55''","315 000 F Cfa"
"1732740922-985","https://www.expat-dakar.com/tv-home-cinema?page=67","Neuf","Autre","PROMO TÉLÉVISEUR SMART TECHNOLOGY 32POUCES SMART TV","82 000 F Cfa"
"1732740925-986","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740925-987","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","TCL","TÉLÉVISEUR 50POUCES TCL ANDROID 4K","235 000 F Cfa"
"1732740925-988","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","TCL","TÉLÉVISEUR 75POUCES TCL SMART ANDROID 4K","549 000 F Cfa"
"1732740925-989","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Samsung","TÉLÉVISEUR 43POUCES SAMSUNG UA SMART","219 000 F Cfa"
"1732740925-990","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Autre","8gb 128gb Box tv Android13","45 000 F Cfa"
"1732740925-991","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Autre","TÉLÉVISEURS 43 pouce WEST SMART TV ANDROÏDE","109 000 F Cfa"
"1732740925-992","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Samsung","Samsung 43CU7000B 4K 2023","250 000 F Cfa"
"1732740925-993","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Autre","TÉLÉVISEUR SOLSTAR 65POUCES LED ANDROID","349 000 F Cfa"
"1732740925-994","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Autre","TÉLÉVISEUR SOLSTAR 65POUCES SMART LED ANDROID","349 000 F Cfa"
"1732740925-995","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Autre","Télévision Nachi  26 pouce led tv","39 900 F Cfa"
"1732740925-996","https://www.expat-dakar.com/tv-home-cinema?page=66","Neuf","Autre","Smart tv deska 43 pouces","110 000 F Cfa"
"1732740934-997","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740934-998","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","Autre","TÉLÉVISEUR TCL 55 POUCES SMART ANDROID 4K","259 000 F Cfa"
"1732740934-999","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","TCL","TÉLÉVISEUR 43POUCES TCL SMART ANDROID","169 000 F Cfa"
"1732740934-1000","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","TCL","SUPPORT SPLIT TCL GRAND MODEL","15 000 F Cfa"
"1732740934-1001","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","TCL","Smart tcl 55"" google tv 4k","260 000 F Cfa"
"1732740934-1002","https://www.expat-dakar.com/tv-home-cinema?page=65","Venant","Autre","Vidéo Projecteur Xgimi Halo","330 000 F Cfa"
"1732740934-1003","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","LG","LG UHD AI 75 UR80","800 000 F Cfa"
"1732740934-1004","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","Samsung","Samsung TV 4K 85 Pouces Smart","1 599 000 F Cfa"
"1732740934-1005","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 32 POUCES","63 000 F Cfa"
"1732740934-1006","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","TCL","TÉLÉVISEUR 43POUCES TCL SMART ANDROID","169 000 F Cfa"
"1732740934-1007","https://www.expat-dakar.com/tv-home-cinema?page=65","Neuf","Autre","TÉLÉVISEUR TCL 65POUCES SMART ANDROID 4K","379 000 F Cfa"
"1732740939-1008","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740939-1009","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Hisense","TÉLÉVISEUR 43POUCES HISENSE LED SMART TV VIDAA","149 000 F Cfa"
"1732740939-1010","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Autre","TÉLÉVISEUR HISENSE 43POUCES LED SMART TV VIDAA","149 000 F Cfa"
"1732740939-1011","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Samsung","TV tactile","360 000 F Cfa"
"1732740939-1012","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Autre","Téléviseur Smart 32 Led","60 000 F Cfa"
"1732740939-1013","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Autre","Vidéoprojecteur ANDROID 4k wifi 200p BT 12000 Lumens  8go","65 000 F Cfa"
"1732740939-1014","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Autre","TÉLÉVISEUR TCL 85POUCES ANDROID 4K","975 000 F Cfa"
"1732740939-1015","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","TCL","TÉLÉVISEUR 98POUCES TCL 4K HDR","2 250 000 F Cfa"
"1732740939-1016","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","TCL","TÉLÉVISEUR 75POUCES TCL SMART ANDROID 4K","549 000 F Cfa"
"1732740939-1017","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","Autre","TÉLÉVISEUR TCL 65POUCES SMART ANDROID 4K","369 000 F Cfa"
"1732740939-1018","https://www.expat-dakar.com/tv-home-cinema?page=64","Neuf","TCL","TÉLÉVISEUR 50POUCES TCL ANDROID 4K","235 000 F Cfa"
"1732740945-1019","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740945-1020","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Samsung","LED TV SMART SAMSUNG 75 POUCES","857 000 F Cfa"
"1732740945-1021","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Autre","TV BOX Android 12 | 64GB","25 000 F Cfa"
"1732740945-1022","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Hisense","TÉLÉVISEUR HISENSE 65POUCES LED SMART TV 4K","379 000 F Cfa"
"1732740945-1023","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Hisense","TÉLÉVISEUR 65POUCES HISENSE LED SMART TV 4K","379 000 F Cfa"
"1732740945-1024","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Autre","Box TV Android  -  wifi 4K  - RAM 4Go","23 000 F Cfa"
"1732740945-1025","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Autre","Tv 40 pouce west smart tv","99 900 F Cfa"
"1732740945-1026","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Autre","Téléviseur Smart 86 Pouces","775 000 F Cfa"
"1732740945-1027","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Hisense","BARRE DE SON HISENSE 200W","115 000 F Cfa"
"1732740945-1028","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Hisense","BARRE DE SON HISENSE 200W HS218 2.1","115 000 F Cfa"
"1732740945-1029","https://www.expat-dakar.com/tv-home-cinema?page=63","Neuf","Hisense","BARRE DE SON HISENSE 120W","98 000 F Cfa"
"1732740948-1030","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
